college_img,college_name,college_course,college_loc,college_fees,AllIndia,Open,Minority
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500123287entrancegate.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Priyadarshini J.L. College of Pharmacy, Nagpur",B.Pharm ,"Nagpur, Maharashtra","1,15,000",42.34,,
"https://images.static-collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sharadchandra Pawar College of Pharmacy - [SPCOP], Pune",B.Pharm ,"Pune, Maharashtra","1,00,000",39.21,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500276773p19krimgmo1sde1j4v1rps1ck0epv4.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sitabai Thite College of Pharmacy, Shirur, Pune",B.Pharm ,"Pune, Maharashtra","84,000",47.34,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500297434marathwadamitramandalscollegeofpharmacythergaonpune11.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","JSPM's Jayawantrao Sawant College of Pharmacy - [JSCOPR], Pune",B.Pharm ,"Pune, Maharashtra","97,500",46.56,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/150035694614544091476PPCrY5EFoeBXKLesqEu.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Rajarambapu College of Pharmacy, Sangli",B.Pharm ,"Sangli, Maharashtra","90,000",71.65,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500376946IMG15612456.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Gourishankar Institute of Pharmaceutical Education & Research, Satara",B.Pharm ,"Satara, Maharashtra","92,000",70.45,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500381757cover.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Vishwakarma University - [VU], Pune",B.Pharm ,"Pune, Maharashtra",,50.21,,
"https://images.static-collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","KK Wagh Education Society, Nashik",B.Pharm ,"Nashik, Maharashtra","1,20,000",52.78,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/15640501798360152763608222624962265508n.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","MET's Institute of Pharmacy, Nashik",B.Pharm ,"Nashik, Maharashtra","1,28,000",53.32,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/16028281011.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sarojini College of Pharmacy, Kolhapur",B.Pharm ,"Kolhapur, Maharashtra","85,000",40.32,,
