pagination,comp_name,comp_role,comp_exp,comp_loc,comp_desc,mskills,cmp_skills
https://www.naukri.com/jobs-in-maharashtra-1645,Accenture,Apache Spark Application Developer,6-8 Yrs,Pune,Key Responsibilities : a: Overall 5 and above years of experience working in Data Analy...,skills,"IT,SkillsPythonCloudReact.js,AWS,AzureBusiness,processAnalytical,skills"
https://www.naukri.com/jobs-in-maharashtra-4849,Zodiac  HR Consultants (I) Pvt Ltd.,Manager / Asst. Manager Di GIT  al  Marketing     - ZLL - Mumbai,5-10 Yrs,Mumbai,Roles and Responsibilities Di GIT  al  Marketing    ,Marketing,"Di,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3705,Seven Consultancy,management trainee,1-5 Yrs,Mumbai,": Both EXPERIENCE JOB DETAILS Involvement in campaigns, Focus to gain customers, Conduc...",Marketing,"Manager,Client,Servicing,Marketing,TraineeBrand,managementManagement,TraineeFocusProposal,preparationLogistics"
https://www.naukri.com/jobs-in-maharashtra-5300,Career Infosystem,Senior Associate - Mobile Development,3-5 Yrs,Mumbai,"Excellent Problem Solving Skills, Good Communication and Self Motivated Should be able ...",C,"IT,SkillsiOS,DevelopmentC++CMobile,DevelopmentOOPSIPadObjective,C"
https://www.naukri.com/jobs-in-maharashtra-2025,NAABRAMH SERVICES INDIA PVT.LTD,HR Executive / Senior HR Executive - HR,2-3 Yrs,"Pune(Dhankawadi), Dhankawdi pune","We will be responsible for Sourcing, Screening, Scheduling and following interview proc...","and,and,and","ScreeningScheduling,and,following,interview,process.,End,to,End,recruitment.,Meeting,deadlines,on,specific,recruitment,project.,Documentation,and,joining,formalities.,Offer,release,and,salary,negotiationSourcingSenior,HR"
https://www.naukri.com/jobs-in-maharashtra-537,DXC Technology,Hiring Finance & Accounts Lead with P&C Insurance For Lloyd's London,7-12 Yrs,"Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Job descriptionKey accountabilities:Preparation of all regulatory returns for Lloyds, a...",of,"P&C,InsuranceGAAPLloyds,of,London"
https://www.naukri.com/jobs-in-maharashtra-3429,TeamLease Services Ltd.,Optical Fiber engineer cum sales Manager,4-5 Yrs,Aurangabad,Name-Reports To Operations headJob TitleOperations cum Sales ManagerLocationAurangabad1...,Technical,"Technical,OperationsSplicingNetworkingArea,SalesDistributionCallingSales,ManagementLI"
https://www.naukri.com/jobs-in-maharashtra-4563,Jupiter Consulting,IOS Application Developer,2-3 Yrs,Remote,"Role : Junior App developer Exp: 2-3 years Mandatory Skills: IOS, Swift, Cocoa touch, o...",C,"Cocoa,touchcommunicationSwiftIOSIos,DevelopmentCocoa,FrameworkObjective,C"
https://www.naukri.com/jobs-in-maharashtra-4243,Somya Translators Pvt. Ltd.,Business Development Executive,2-6 Yrs,"Mumbai, Delhi",Must have the desire to work with a leading company that will offer you excellent marke...,Marketing,"NetworkingEnglish,Communication,SkillsMarket,identificationConsulting,Marketing,supportProspectingBusiness,Development,ExecutiveSales,process"
https://www.naukri.com/jobs-in-maharashtra-3515,Idealake Information Technologies Pvt. Ltd., Marketing     Executive,2-5 Yrs,Mumbai," Marketing     Executive Exp 2 - 3 years Responsibilities: Experience in BFSI sector , Knowl...",Marketing,"BfsiExecutive,managementManagement,Marketing,Executive"
https://www.naukri.com/jobs-in-maharashtra-3467,Sakarlal Balabhai Limited, Marketing     Manager,4-9 Yrs,Mumbai,Candidates preferred from Real Estate background,Marketing,"Marketing,planningsportcampaignideasPresentprogram"
https://www.naukri.com/jobs-in-maharashtra-3385,Nucleus Corporate Services Pvt Ltd,Assistant Manager Billing,5-10 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)","Commerce Graduate MUST have a good Excel knowledge Vlookup, Hlookup, Pivot table, condi...",English,"Basic,accounting,knowledgeGood,English,Communication,skillMIS,Reporting"
https://www.naukri.com/jobs-in-maharashtra-1509,ClassBoat Online Services Pvt Ltd,Di GIT  al  Marketing     Manager,7-10 Yrs,Pune,Di GIT  al  Marketing     Manager Di GIT  al  Marketing     Manager Responsibilities Plan and execute a...,Marketing,"Display,advertisingGoogle,AnalyticsOnline,Marketing,Social,media,JavaScript,Google,AdWords,SEM,HTML"
https://www.naukri.com/jobs-in-maharashtra-5252,Hector and Streak Consulting Pvt Ltd,Urgent Opening For AM  Marketing     in Navi Mumbai,2-6 Yrs,Navi Mumbai,"She / he must possess the ability to execute events, and coordinate with multiple agenc...",Marketing,"Marketing,ManagementAtlBtlSalesEventsReal,EstateCallingGeneral,Management"
https://www.naukri.com/jobs-in-maharashtra-2387,Executive Hindsight,Chief Operating Officer /  COO,15-18 Yrs,Pune,Position : Chief Operating Officer / COO with 20 - 25 years exp. Industry : Ceramics / ...,Marketing,"Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-5215,Rural Management Consultants Pvt. Ltd.,Manager/Senior Manager - Imported Fruits,7-12 Yrs,Mumbai,Well versed with importing fruits and selling them in India 7-12 years experience in bu...,Marketing,"SellingSales,SupportNegotiation,SkillsCustomer,ComplaintsSenior,Management,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1989,Paramtech CAd Services Pvt. Ltd,Cabin Department,1-6 Yrs,"Mumbai, Indore, Pune",Cabin Department ME/ BE/ Btech 1- 7 yrs Experience Mumbai/ Indore/ Pune,Marketing,"Sales,Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-4323,wiantech,UI/UX Designer,2-7 Yrs,Mumbai,Working experience in custom framework front end and Magento framework2+ years of exper...,-,"UI,jQuery,CSS,3Object,-,Oriented,JavaScript,SASSLESSMagento,framework,HTML,5"
https://www.naukri.com/jobs-in-maharashtra-4273,Alwaysbest Consultancy,Retail Shop Assistant,3-4 Yrs,"Mumbai, Faridabad, Rajkot","Along with the above, she must also prepare regular challans and bills and do data entr...",Marketing,"ERPPDFCustomer,handlingDirectorExecutive,managementSales,ExecutiveTele,Marketing,Supervision"
https://www.naukri.com/jobs-in-maharashtra-5379,Ethos HR Management & Projects Pvt. Ltd,NAV Technical professional,2-7 Yrs,"Mumbai, Ahmedabad",Responsibilities: • Develop applications solutions within the Microsoft Dynamics NAV or...,Microsoft,"Microsoft,Dynamics,NAVIT,SkillsTestingMS,dynamic,NavisionNavisionImplementation"
https://www.naukri.com/jobs-in-maharashtra-4419,BLOCKLOGY EDUTECH PRIVATE LIMITED,SEO SPECIALIST,1-3 Yrs,Mumbai,Requirements Experience: 1 to 3 Years Education: B.E./B.Tech/any Graduate with experien...,Marketing,"Analytical,skillsE-learningPPCYahoo,search,Marketing,XMLGoogle,AdWords,HTML,Link,building"
https://www.naukri.com/jobs-in-maharashtra-4343,D Source, Marketing     Executive,2-5 Yrs,Nasik,Good Command over English,Marketing,"Water,treatmentChemicalSalesUPS,Marketing,Executive"
https://www.naukri.com/jobs-in-maharashtra-4517,PRISM MANPOWER SERVICES,Urgent job opening for the post of SALES - IT Product,2-6 Yrs,Mumbai,Must understand organizations business needs and able to communicate Vendor s value add...,Marketing,"Marketing,Director,SalesSalesKey,Account,ManagementKey,Accounts,ExecutiveSales,DirectorKey,Accounts,ManagerHead,Sales"
https://www.naukri.com/jobs-in-maharashtra-4931,VITASTA CONSULTING PVT LTD,Corporate Salary Manager,3-5 Yrs,"Indore, Pune","Proficient in XL, word, web applications and e-mailTeam working experienceChannel Manag...",team,"Corporate,SalaryClient,AcquisitionChannel,Managementcorporate,salary,team"
https://www.naukri.com/jobs-in-maharashtra-4589,mycitynagpur,Accounts/Store Executive,4-8 Yrs,Nagpur,Candidate should be graduate. Should have knowledge of MS Office & Tally. Should have 3...,Office,"TallyConstructionStore,ExecutiveMS,Office"
https://www.naukri.com/jobs-in-maharashtra-4779,Ace 360, Marketing     Executive,2-7 Yrs,Mumbai,"? Create, curate, and manage all published content (images, video and written). Monitor...",Marketing,"Tele,Marketing,Executive"
https://www.naukri.com/jobs-in-maharashtra-4019,secure HR services,Wealth Acquisition Manager,3-8 Yrs,Mumbai,•Indentifying HNI Clients •Selling third party investment products like MF & FD •Direct...,skills,"AdministrationDebtorsCredit,OfficersPoliciesMortgage,AdvisorsanalyticalData,Entryanalytical,skills"
https://www.naukri.com/jobs-in-maharashtra-438,DXC Technology,Hurry!! DXC is hiring For Engineering - Portal / UI,4-8 Yrs,"Noida, Mumbai, Indore, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Postman Collection experience,Microsoft,"IT,SkillsTestingSelenium,AWS,Java,Microsoft,TeamsCore,Java,Advanced,Java"
https://www.naukri.com/jobs-in-maharashtra-591,Dear Sir Services,Sales &  Marketing     Intern,0-1 Yrs,Nagpur,Prior experience in Field  Marketing     / Sales will be preferredApplicants must be comfort...,"Marketing,Marketing","Sales,Marketing,InternField,Marketing,DatabaseBudgeting"
https://www.naukri.com/jobs-in-maharashtra-648,PCDS InfoTech, Marketing     Support Executive,0-3 Yrs,"Mumbai, Mumbai",Experience of working in a sales support function preferred;Good command over written a...,"knowledge,of,Marketing","knowledge,of,ms,officespoken,englishdata,Marketing,supportmbatrackingsales,supportsales"
https://www.naukri.com/jobs-in-maharashtra-2231,BramhaCorp Leisure Clubs Pvt Ltd,Accounts Executive,5-10 Yrs,Pune(Camp),"JD-, Bank Reco, taxation( TDS, Vat, Service tax, GST Working), Finalization of books of...","of,and","Good,Knowledge,of,Accounting,and,Taxation"
https://www.naukri.com/jobs-in-maharashtra-4709,ITMantra TechIntellect Pvt. Ltd., Marketing     Executives,2-5 Yrs,"Mumbai, jogeshwari"," Marketing     Executives, Jogeshwari  Marketing     executives are involved in developing market...","Marketing,Marketing,Marketing","relationsproduct,developmentservice,Marketing,executivePublic,relationsProduct,service,Marketing,campaignsResearch,Marketing,Executive"
https://www.naukri.com/jobs-in-maharashtra-1693,Accenture,SAP EAM Real Estate Management Application Lead,6-8 Yrs,Pune,Educational Qualification : BE or any Graduate Technical Experience : a: Should have wo...,Lead,"Estate,managementSAPTeam,managementsolmanConsultingAb,InitioGap,analysisApplication,Lead"
https://www.naukri.com/jobs-in-maharashtra-2701,Rao Nursing Home,STAFF NURSES,1-5 Yrs,Pune,"Criteria : Experienced nurses are preferred, however fresher can also apply Qualificati...",Staff,"NursingGNM,Staff,NurseStaff,NurseGNM"
https://www.naukri.com/jobs-in-maharashtra-1325,P.S INTERNATIONAL, AWS      Data Engineer,3-8 Yrs,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","Hands on experience with: (a) AWS      cloud services like EC2, S3, EMR, RDS, Redshift, BigQu...",-,"Big,Data,AWS,PythonSqoopS3RDSSparkObject,-,oriented,/"
https://www.naukri.com/jobs-in-maharashtra-4907,F&J Direct,Associate Team Lead – L&D and OD,6-10 Yrs,Pune,"Requirements:Learning & Development - Devise our organizational training strategy, over...",and,"Employee,PerformanceTraining,and,DevelopmentHuman,Resources"
https://www.naukri.com/jobs-in-maharashtra-4569,SYNTEGON,Assistant Manager/Service Engineer - Service,5-10 Yrs,Mumbai,Degree / Diploma in Electrical / Mechatronics having 5 - 10 years experience in servici...,Technical,"Technical,DocumentationInstallationCustomer,SupportHmiPlcField,ServiceService,EngineerCommissioning"
https://www.naukri.com/jobs-in-maharashtra-1137,Hireworks Recruitment Consultants Private limited,Opening For AR callers,1-5 Yrs,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, tamil nadu",Fixed Night ShiftsShould have Minimum 1 Year of experience in AR Calling,AR,"AR,Callingsenior,ar,associatesenior,ar,callerar,caller"
https://www.naukri.com/jobs-in-maharashtra-1923,V P Placement, Marketing     Sales Communications Manager,1-6 Yrs,Pune,Excellent communication skills: A  Marketing     Communications Manager should have excellen...,Marketing,"Data,Analysis,AutomationSalesSocial,mediaMarket,researchmarket,dataSEO,Marketing,budget"
https://www.naukri.com/jobs-in-maharashtra-1927,Map Alloys,Assistant Manager / Deputy Manager,5-8 Yrs,Pune,Exp: 5- 8 Years in Die Casting Industry ( Preferably GDC),Office,"TPMPPCKaizenProduction,planningProcess,improvementProcess,controlPoka,YokeMS,Office"
https://www.naukri.com/jobs-in-maharashtra-2691,ACUFIRE SYSTEMS (INDIA) PRIVATE LIMITED, Marketing     Manager,5-10 Yrs,Pune,Graduation + MBA) or Bachelor in engineering (any domain) Graduate / Post Graduate5+ ye...,Marketing,"Communication,Skills,Marketing,ManagerB2BLead,GenerationVerbal,Communication"
https://www.naukri.com/jobs-in-maharashtra-4415,Career Choice Solution,SEO/SMO,3-5 Yrs,Mumbai,Responsible for overall Di GIT  al  Marketing     Of ICBio Make and Edit Videos Google AD Word ...,"Marketing,Marketing","SMOOnline,Marketing,Social,mediaContent,writingSEODi,GIT,al,Marketing,Executive"
https://www.naukri.com/jobs-in-maharashtra-2495,Deutsche Bank,CB Tech Internalisation 2021 - Production,3-7 Yrs,Pune,Bachelor Degree from an accredited college or university (or equivalent work experience...,and,"AnalyticalDiversity,and,InclusionProduction,controlIncident,managementRoomAnalyticsMonitoringSQL"
https://www.naukri.com/jobs-in-maharashtra-5400,Paradise Recruitment Consultant,US Tele sales,1-4 Yrs,"Kota, Kolkata, Mohali, Thane, Chandigarh, Jabalpur, Navi Mumbai, Hyderabad/Secunderabad, New Delhi",Education: A bachelor s degree is requiredExperience of 0-2 years in a calling is prefe...,Marketing,"Us,SalesBpoPresellingWork,From,HomeOutbound,ProcessInside,sales,Marketing,International,Sales"
https://www.naukri.com/jobs-in-maharashtra-2581,The Uncommons Design Co,Senior Di GIT  al  Marketing     Executive,3-5 Yrs,Pune,Graduate Minimum 3-5 years of experience in an agency with the same profile preferred,Marketing,"CommunicationSEOGenerationSMOdi,GIT,al,Marketing,Google,AdWords,IT,SkillsLead,generation"
https://www.naukri.com/jobs-in-maharashtra-5257,Career Stars,Assistant Manager - Finance - FMCG,5-10 Yrs,Mumbai,"1. AM Finance : Salary Offered - 15.00 L (Including 20% Variable), - Urgent positionCan...",and,"AccountingFinance,and,AccountsReconciliationCAAccounts,Payable"
https://www.naukri.com/jobs-in-maharashtra-3131,Accenture,India Market Unit - S&C - RTM - 06,1-5 Yrs,Mumbai,Master s degree in business administration (MBA) or post graduate degree in management ...,Marketing,"Marketing,SalesDistribution,ManagementSellingMarket,ConsultingPresalesBusiness,DevelopmentSales,Consulting"
https://www.naukri.com/jobs-in-maharashtra-1435,Convertex India Pvt. Ltd.,Senior Di GIT  al  Marketing     Executive,3-5 Yrs,Pune(Viman Nagar),Experience of conceptualizing and managing successful campaigns,"Marketing,Marketing,Marketing","Marketing,StrategyOff,Page,SeoCost,EffectiveContent,Marketing,Search,EngineDi,GIT,al,Marketing,CampaignsROI"
https://www.naukri.com/jobs-in-maharashtra-177,GI India Automation and Systems Pvt. Ltd.,Business Development Executive,0-2 Yrs,Pune(Dhayari Phata ), Marketing     and Buisiness devlopement for Industrial Automation SystemsCandidate should b...,Marketing,"Negotiation,Skills,Marketing,CommunicationTechnical,SalesIndustrial,Product,Sales"
https://www.naukri.com/jobs-in-maharashtra-4161,Seven Consultancy,Online Sales Manager,2-5 Yrs,Mumbai,"Has an experience of doing the B2B (Business to Business) marketplace like Indiamart, T...",Marketing,"WarehouseB2BB2COnline,salesExport,salesWarehouse,managementManagementExport,Marketing"
https://www.naukri.com/jobs-in-maharashtra-4585,mycitynagpur,Sales Engineer,7-12 Yrs,Nagpur,Candidate should have engineering degree in building material engineering. Should have ...,Marketing,"Sales,Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-5446,SS Consultancy Services,Key Accounts Manager,3-8 Yrs,Kolhapur,Accountable to communicate with the customer on commercials & somewhat technical on dai...,business,"HPDCDie,CastingBusiness,DevelopmentAutomabile,business,developmentClient,Relationship,ManagementNon,FerrousInternational,SalesTechnical"
https://www.naukri.com/jobs-in-maharashtra-3099,Vibhava  Marketing     Corporation,Sales Officer,3-5 Yrs,"Panaji/Panjim, Nagpur, Pune, Chennai, Akola",Handle a 4-member team. Manage regular conversations with other internal sales team mem...,Marketing,"Retail,SalesTargetSalesFMCG,SalesBusiness,DevelopmentFMCGHygiene,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3251,Accenture,Senior Analyst-Di GIT  al  Marketing     Analytics,5-8 Yrs,Mumbai,Please note this role may require you to work in rotational shiftsQualifications: Any G...,"Marketing,Marketing","IT,SkillsArtificial,Intelligence,JavaScript,Di,GIT,al,Marketing,Analyst,Marketing,analyticsPrototypePublishing"
https://www.naukri.com/jobs-in-maharashtra-5345,Easy Recruit,SAP SD Consultant,8-13 Yrs,"Kolkata, Nagpur, Sambalpur",Should have at least 8 years of core SAP SD experience in consulting environment with c...,S,"SD,SalesSAP,S,/,4,HANASAP,SDIT,SkillsSAPDistributionConsultantSAP,Implementation"
https://www.naukri.com/jobs-in-maharashtra-1831,Goel Ganga Developments,CRM Collection/ Real Estate,5-7 Yrs,Pune,"Good in communication, well versed with computer skillsshould know all process of colle...",in,"Real,EstateConfident,in,CRM,Role"
https://www.naukri.com/jobs-in-maharashtra-3661,HyreFox Consultants Pvt Ltd,Senior Executive- Inventory Operations (Purchase),1-4 Yrs,Mumbai,Graduation with at least 1-4 years of relevant experience in purchase operations and in...,Office,"WarehouseWarehouse,ExecutiveVendor,managementPurchase,operationsAnalyticalInventory,managementSchedulingMS,Office"
https://www.naukri.com/jobs-in-maharashtra-5277,Human First Consulting Pvt. Ltd.,Assistant Manager - Medical Affairs/medico  Marketing    ,2-7 Yrs,"Mumbai,  other city","Identify and enlist key stakeholders (KOLs, HCPs, dietitians, institutes etc.) Prepare ...",Marketing,"medical,scientific,liasionMedical,AffairsMedico,Marketing,Medical,Advisor"
https://www.naukri.com/jobs-in-maharashtra-3601,SAS Research and  Developement (India) Pvt Ltd,Senior  Marketing     Specialist (Technology) - APAC,5-8 Yrs,Mumbai,"Bachelor s degree, preferably in Business,  Marketing    , Computer Science, or related disc...",Marketing,"Computer,scienceIntegrated,Marketing,SASProject,managementAnalyticalSocial,mediaManager,TechnologyMarket,planning"
https://www.naukri.com/jobs-in-maharashtra-3465,Rainbow Coating System, Marketing     and Sales Executives,2-5 Yrs,maharashtra,Contributes to  Marketing     effectiveness by identifying short - term and long - range iss...,Marketing,"Employee,trainingFinanceSchedulingCustomer,relationshipSales,ExecutiveResearchBudgeting,Marketing,staff"
https://www.naukri.com/jobs-in-maharashtra-3553,Big Trunk Communications,Influencer  Marketing     Specialist,2-3 Yrs,"Mumbai, Mumbai Suburban",Bachelors degree in  Marketing    ,Marketing,"Networking,aptitude,Marketing"
https://www.naukri.com/jobs-in-maharashtra-5015,Lavya Associates,Branch Training Manager | Life Insurance-Ambikapur,3-8 Yrs,"Ambikapur, Ambejogai",We are having urgent requirement for the position of Branch Training Manager in leading...,training,"training,developmentpartnership,distributionlearning,developmenttrainingtraining,managerlearning,&,development"
https://www.naukri.com/jobs-in-maharashtra-4659,Omkar Placements,Sales Co-ordinator,1-5 Yrs,Mumbai,Sales Co-ordinator,Marketing,"Product,DevelopmentSales,Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Development"
https://www.naukri.com/jobs-in-maharashtra-3555,Niks Global Realty,Real Estate Sales,2-6 Yrs,Mumbai,You should have adequate sales experience to assist people to make important property-r...,Office,"Interpersonal,skillsSalesComplianceTime,managementReal,estate,salesResearchMS,Office"
https://www.naukri.com/jobs-in-maharashtra-3913,Confidential,System Engineer - Mainframe/ COOLGEN,4-7 Yrs,Pune,Detailed JD : - Must be familiar with COOLGEN and Mainframe environment (COBOL and JCL)...,Office,"IT,SkillsMainframeJCLMS,Office,SuiteCobolSystem,EngineeringCoolgenStrong,Communication,Skills"
https://www.naukri.com/jobs-in-maharashtra-4345,JAS Global,Public Relation Manager (PR),2-3 Yrs,Mumbai,"Write creative, engaging and unique content focusing on Social Media including but not ...","Marketing,Marketing,Marketing,Marketing","Social,media,Marketing,Email,Marketing,Campaign,managementOnline,Marketing,Google,AdWords,Content,writingSEMcontent,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3891,Tata Unistore,Manager - Performance  Marketing    ,5-8 Yrs,Mumbai,Years of experience - 5 - 8 yrs,"Marketing,-,Marketing","Marketing,ManagerGoogle,AnalyticsE,-,CommerceCampaignsFacebookPerformance,Marketing"
https://www.naukri.com/jobs-in-maharashtra-2625,Upside Learning solutions private limited,Urgent Opening For Sr. Di GIT  al  Marketing     Executive,2-6 Yrs,Pune,Education : Bachelors / undergraduate degree is mandatoryMBA / masters degree is prefer...,"Marketing,Marketing","Website,ManagementGoogle,AdWords,SEMContent,Marketing,SEOSocial,media,Marketing,AnalyticsIT,Skills"
https://www.naukri.com/jobs-in-maharashtra-4773,T & A Solutions,Business Development Executive Sr BDE,2-6 Yrs,Mumbai,o Good Communication Skills,"Marketing,Marketing,skills","Direct,Marketing,Email,Marketing,corporate,eventsServiceCustomer,relationshipPost,salesBusiness,Development,ExecutivePresentation,skills"
https://www.naukri.com/jobs-in-maharashtra-5233,8 HOUR HR CONSULTANTS PRIVATE LIMITED,"Immediate joinee For Project Manager SDLC , STLC , Owasp",9-12 Yrs,"Mumbai(Vikhroli), Mumbai (All Areas)"," Software    Development Project Manager in Financial domain , thorough knowledge on SDLC ,...","knowledge,in,in","thorough,knowledge,on,SDLCProject,Manager,in,Financial,domainstakeholder,managementOWASPSTLCExcellent,in,communication"
https://www.naukri.com/jobs-in-maharashtra-2821,D Source,Customer Service Manager ( Telephonic ),5-10 Yrs,Pune,Identifying and driving process improvements to ensure excellence in customer experienc...,quality,"CargoFront,officeCustomer,Care,ExecutiveConsultancyCustomer,serviceCustomer,experienceManagementService,quality"
https://www.naukri.com/jobs-in-maharashtra-1413,"Beerana Consultancy Services,",Opening with Asia's No 1 medical device manufacturing company!!!,0-2 Yrs,Amravati,#NAME?,"in,in","Good,in,convincingGood,communicationSelf,confidentInterested,to,build,their,carrier,in,sales"
https://www.naukri.com/jobs-in-maharashtra-3305,S.M.College of Memory,Assistant  Manager Export Sales - Nutraceuticals & Food Supplements,5-10 Yrs,"Mumbai Suburban, Mumbai (All Areas)",B Pharmacy/ MSc Life Sciences or M Pharmacy/ MSc Life Sciences with 5+ years experience...,"Marketing,-","International,Sales,Manager,NutraceuticalsFood,Supplements,Exports,SalesAssistant,Manager,Pharmaceutical,Formulations,ExportsAssistant,Manager,Formulations,ExportsInternational,Marketing,Executive,-,NutraceuticalsNutraceutical,Exports,Manager"
https://www.naukri.com/jobs-in-maharashtra-4809,Plancess Edusolutions Pvt. Ltd,Sales Account Manager,2-7 Yrs,Mumbai,"Ultimately, you should be able to grow our business by building successful, long- term ...",Office,"Business,administrationE-learningPenetrationExcelCoachingSales,Account,ExecutiveCustomer,serviceMS,Office"
https://www.naukri.com/jobs-in-maharashtra-1037,Disha Consultants,Sales Executive/ Manager,2-4 Yrs,"Noida, Mumbai, Hyderabad, Lucknow, Ahmedabad, Gurgaon, Chennai, Jaipur, Bengaluru","brief Profile- adhere to Call Cycle Plan, Achieve Sales and Collection Targets By Maint...",Marketing,"Territory,Sales,Executive,Marketing,planningRelationshipChannel,managementBusiness,deliveryCustomer,serviceSales,ExecutiveBusiness,solutions"
https://www.naukri.com/jobs-in-maharashtra-1533,InnoVita Technologies Pvt. Ltd,"Executive,  Sales &  Marketing    ",2-5 Yrs,Pune,Job Description : The incumbent is required to add clients as well as distributors for ...,Marketing,"brproducting,Marketing,planexhibitionsmarket,researchactivationtechnical,documentation"
https://www.naukri.com/jobs-in-maharashtra-5232,Arch Staffing Solutions LLP,Admission Counsellor,1-2 Yrs,Sangli,"Highlighting the benefits of specific Institute, programs, and courses in order to attr...",Lead,"Admission,CounsellingStudent,CounselingAdministrationCold,CallingAdmissionsOnline,Lead,GenerationDisplay,Advertising"
https://www.naukri.com/jobs-in-maharashtra-756,IDZ Di GIT  al Pvt. Ltd,Google Ads & Facebook Ads Manager,3-6 Yrs,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)","Minimum 3 years of work experience with Google AdWords , Facebook ads, YouTube ads, Inst...","Marketing,Marketing","Marketing,Google,AnalyticsExcelDi,GIT,al,Marketing,communicationIT,SkillsYouTube,AdsVideo,ADs"
https://www.naukri.com/jobs-in-maharashtra-192,Raviraj Realty,Require  Marketing     Executive at Pune Location,0-2 Yrs,Pune,Roles and Responsibilities :Doing cold callingIdentifying sales opportunitiesClosing bu...,Marketing,"SalesYoung,dynamic,fresherReal,EstateCold,Calling,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3823,"E-commerce company, Beauty, Wellness and Fashion products",Di GIT  al  Marketing     Head,8-10 Yrs,Mumbai,"Our client offers a comprehensive selection of makeup, skincare, hair care, fragrances,...","Marketing,Marketing,Marketing","New,age,algorithms,for,Marketing,Millennial,Di,GIT,al,First,brandsshopping,appsleadership,roleDi,GIT,al,Marketing,content,buildingPerformance,Marketing"
https://www.naukri.com/jobs-in-maharashtra-726,Aspire Recruitment Solutions,"TIBCO MDM ( Software    Engineer, Senior  Software    Engineer, Technical",8-12 Yrs,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru","Educational Qualification: Graduation degree mandatoryGraduate Degree, year of passing ...",-,"EBX5,-,Orchestra,Network,EBXcommunicationJMSdevelopment,JavaScript,HTML,CSS,JSP"
https://www.naukri.com/jobs-in-maharashtra-3471,Demetrius Techologies,Python Developer,2-7 Yrs,Pune,Experience - 3 to 8 yrs,High,"High,AvailabilityERPNextODOOFront,EndRDBMSDjangoWeb,TechnologiesProblem,Solving"
https://www.naukri.com/jobs-in-maharashtra-1215,Aspire Recruitment Solutions,Microsoft Dynamics 365 Commerce Technical (  Software    Engineer ),8-12 Yrs,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru","Graduate Degree, year of passing and percentage: Current Location: Total Experience: Re...",Microsoft,"Microsoft,Dynamics,365verbal,communicationwrittenProvident,FundBusiness,StrategyCommunication,SkillsDynamics,365C"
https://www.naukri.com/jobs-in-maharashtra-4515,AMBETRONICS ENGINEERS PRIVATE LIMITED,Senior Tender Engineer,2-5 Yrs,"Mumbai, Mumbai Suburban",Strong hands-on experience in BiddingGood Communication Skills,-,"Techno,-,CommercialCommunication,SkillsBiddingOilGasBidsTenderEmd"
https://www.naukri.com/jobs-in-maharashtra-2861,Di GIT  al Group InfoTech Pvt Ltd,Lead React Developer,8-10 Yrs,Pune,Handson programming experience using React JS between 4 years -6 years is mustShould be...,skills,"Interpersonal,skills,JavaScript,AgileProgrammingASP.NET.NETRecruitment"
https://www.naukri.com/jobs-in-maharashtra-2637,V P Placement,Proposal Engineer,1-5 Yrs,Pune,"Should have, an adequate working knowledge of Commercial terms and conditions, commerci...",Office,"Business,communicationExcelSales,CoordinatorMS,Office"
https://www.naukri.com/jobs-in-maharashtra-3697,Seven Consultancy,sales executive,1-2 Yrs,Mumbai,1. Outbound Sales Calls 2. Follow Up On Propective Clients 3. Scheduling Of Meetings Fo...,Marketing,"Executive,Sales,&,Marketing,Inhouse,salesScheduling,ExecutiveField,salesOutbound,salesSchedulingSales,processSales,Executive"
https://www.naukri.com/jobs-in-maharashtra-4155,Primathink,Technical Content Writer,3-8 Yrs,Amravati,"Requirement: We are looking for a Strong and creative Technical Content Writer, who wou...","Marketing,Marketing","Social,media,Marketing,B2BWeb,technologiesTechnical,writingSAASAnimationcontent,Marketing,Search,engine,optimization"
